,as_of,ask_id,equity_econ_sector_basic_materials_pct_long_rs,equity_econ_sector_communication_services_pct_long_rs,equity_econ_sector_consumer_cyclical_pct_long_rs,equity_econ_sector_consumer_defensive_pct_long_rs,equity_econ_sector_energy_pct_long_rs,equity_econ_sector_financial_services_pct_long_rs,equity_econ_sector_healthcare_pct_long_rs,equity_econ_sector_industrials_pct_long_rs,equity_econ_sector_real_est_pct_long_rs,equity_econ_sector_technology_pct_long_rs,equity_econ_sector_utilities_pct_long_rs,equity_style_small_core_pct_long_rs,equity_style_small_value_pct_long_rs,equity_style_small_growth_pct_long_rs,equity_style_mid_value_pct_long_rs,equity_style_mid_growth_pct_long_rs,equity_style_mid_core_pct_long_rs,equity_style_large_value_pct_long_rs,equity_style_large_growth_pct_long_rs,equity_style_large_core_pct_long_rs,asset_alloc_conv_bond_pct_long_rs,asset_alloc_bond_pct_long_rs,asset_alloc_cash_pct_long_rs,asset_alloc_equity_pct_long_rs,asset_alloc_other_pct_long_rs,asset_alloc_pref_stock_pct_long_rs,fixed_inc_ps_ag_mtge_bck_pct_long_rs,fixed_inc_ps_asset_bck_pct_long_rs,fixed_inc_ps_bank_loan_pct_long_rs,fixed_inc_ps_commercial_mtge_bck_pct_long_rs,fixed_inc_ps_convertible_pct_long_rs,fixed_inc_ps_corporate_bond_pct_long_rs,fixed_inc_ps_covered_bond_pct_long_rs,fixed_inc_ps_forward_future_pct_long_rs,fixed_inc_ps_gov_pct_long_rs,fixed_inc_ps_gov_related_pct_long_rs,fixed_inc_ps_municipal_tax_exempt_pct_long_rs,fixed_inc_ps_municipal_taxable_pct_long_rs,fixed_inc_ps_non_ag_res_mtge_bck_pct_long_rs,fixed_inc_ps_option_warrant_pct_long_rs,fixed_inc_ps_preferred_stock_pct_long_rs,fixed_inc_ps_swap_pct_long_rs
2085,2015-11,B04313,3.43,2.85,22.49,6.01,0.72,3.71,15.28,21.45,2.46,21.58,0.02,0.35,2.05,10.82,3.61,43.21,11.49,0.0,26.2,2.28,0.0,0.0,4.45,93.25,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,2015-11,B04841,2.75,0.0,19.8,2.1,1.85,9.04,18.22,21.95,2.11,22.19,0.0,5.34,2.44,18.03,1.52,58.06,14.52,0.0,0.1,0.0,0.0,0.0,1.51,98.41,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,2015-11,B06061,3.65,0.0,15.68,8.51,8.11,20.69,7.9,13.52,6.97,7.77,7.22,1.54,3.07,2.07,38.21,14.99,28.16,5.11,3.37,3.5,0.0,0.0,1.18,98.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,2015-11,B08385,4.4,2.89,14.55,3.75,3.9,14.95,12.02,13.67,10.84,15.88,3.14,16.36,15.08,15.54,10.96,22.41,14.18,1.1,2.8,1.56,0.0,0.01,0.3,99.69,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.58,0.0
2089,2015-11,B11999,8.58,0.0,15.47,6.93,3.87,12.92,9.17,16.83,8.66,11.99,5.58,3.42,4.59,0.82,27.63,19.55,25.43,5.66,10.68,2.22,0.0,0.0,1.72,98.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,2015-11,B13177,3.2,0.0,10.51,3.08,6.17,23.86,6.84,15.88,9.85,14.14,6.47,2.15,1.97,1.34,23.29,13.8,25.74,10.72,14.76,6.22,0.0,0.0,2.81,96.98,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,2015-11,B14040,5.3,0.0,16.0,3.39,1.27,19.48,13.19,24.57,3.71,12.23,0.88,16.24,18.45,10.72,20.97,10.84,22.78,0.0,0.0,0.0,0.0,0.0,1.09,98.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,2015-12,B01157,3.22,0.53,15.75,4.18,2.91,18.11,12.17,16.76,6.61,16.11,3.65,1.96,4.11,3.12,14.8,27.96,26.02,5.1,11.7,5.23,0.0,0.0,1.06,98.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,2015-12,B02396,12.61,0.0,26.12,3.36,6.18,8.57,5.13,12.67,0.0,25.36,0.0,12.96,15.41,3.35,27.91,11.15,27.16,0.0,2.06,0.0,0.0,0.0,1.21,98.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,2015-12,B04312,3.07,3.69,23.1,6.15,0.56,3.77,15.62,21.38,2.5,20.16,0.0,1.18,2.29,11.41,3.07,46.5,9.87,0.0,22.63,3.05,0.0,0.0,4.43,92.98,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,2015-12,B04313,3.03,3.74,22.9,6.23,0.56,3.83,15.63,21.32,2.47,20.28,0.0,1.2,2.32,11.49,3.1,46.5,9.83,0.0,22.45,3.1,0.0,0.0,5.12,92.42,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,2015-12,B04841,2.54,0.0,21.66,2.29,1.76,8.94,17.67,21.18,2.04,21.92,0.0,6.64,4.07,21.09,1.86,51.34,15.0,0.0,0.0,0.0,0.0,0.0,1.09,98.83,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,2015-12,B05947,4.26,0.0,11.32,8.78,6.1,19.65,6.78,15.18,7.92,12.37,7.65,3.39,12.69,0.0,16.95,21.42,36.06,5.11,4.39,0.0,0.0,0.0,5.76,94.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,2015-12,B06061,5.0,0.0,14.72,8.85,7.76,20.47,8.27,13.44,5.93,8.08,7.5,1.62,1.72,1.58,35.1,14.87,33.01,5.19,1.65,5.26,0.0,0.0,1.88,98.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,2015-12,B07347,4.8,0.97,12.95,2.27,0.0,9.1,37.05,6.16,4.09,22.61,0.0,3.09,2.67,19.74,0.95,38.54,2.92,5.64,20.97,5.47,0.06,0.0,9.77,89.24,0.92,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,2015-12,B08385,4.19,2.95,14.83,3.56,3.33,14.84,12.53,13.45,11.02,15.98,3.33,16.34,15.38,16.16,9.68,21.59,15.03,0.39,2.78,2.66,0.0,0.0,0.54,99.38,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0
2101,2015-12,B09833,5.32,0.0,13.47,5.96,8.0,23.2,6.93,9.88,11.79,7.99,7.46,2.46,4.48,2.11,34.07,11.51,28.3,2.74,3.14,11.18,0.0,0.0,1.5,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,2015-12,B11222,15.9,0.0,24.74,0.0,12.27,0.0,4.12,20.75,10.91,11.31,0.0,17.75,24.65,23.63,6.25,7.48,1.56,0.0,10.18,8.5,0.0,0.0,0.06,99.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,2015-12,B11999,8.15,0.0,13.72,7.3,3.53,12.67,10.17,17.18,8.29,12.44,6.53,3.81,8.35,1.72,28.48,21.21,17.27,6.06,8.66,4.46,0.0,0.0,3.22,96.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,2015-12,B12997,3.8,0.0,7.17,11.47,5.75,22.12,3.86,15.21,10.69,9.9,10.04,8.65,8.76,3.67,27.88,9.2,25.7,7.38,5.56,3.2,0.0,0.0,3.84,96.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,2015-12,B13086,0.63,3.76,9.77,2.19,0.92,5.8,14.93,27.63,3.18,31.2,0.0,1.89,0.92,7.79,3.13,38.15,21.35,2.71,16.71,7.37,0.0,0.0,4.06,95.27,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,2015-12,B13177,3.65,0.0,10.44,2.95,5.83,23.59,7.26,15.2,10.3,13.95,6.83,2.14,3.05,1.03,23.49,13.95,26.2,10.51,10.01,9.61,0.0,0.0,2.26,97.38,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,2015-12,B13835,4.21,0.78,22.34,4.89,1.69,6.17,12.29,16.41,3.58,27.17,0.47,0.88,0.63,3.56,3.02,53.49,8.02,0.0,26.79,3.61,0.0,0.0,2.91,97.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,2015-12,B14040,5.57,0.0,14.75,3.42,1.29,18.86,14.83,23.22,4.27,12.82,0.97,17.45,17.55,10.91,21.56,14.59,17.94,0.0,0.0,0.0,0.0,0.0,0.5,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,2016-01,B01157,3.74,0.61,15.92,5.7,3.01,16.07,12.52,15.6,6.29,16.47,4.08,2.93,3.75,2.6,15.16,27.17,26.61,5.18,13.39,3.2,0.0,0.0,1.91,98.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,2016-01,B04312,3.4,3.56,24.4,7.6,0.34,3.08,14.37,20.65,2.94,19.64,0.0,1.72,1.73,9.66,4.36,48.2,9.97,0.09,19.56,4.72,0.0,0.0,2.17,94.91,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,2016-01,B04313,3.38,3.61,24.21,7.71,0.34,3.13,14.41,20.52,2.93,19.75,0.0,1.76,1.76,9.78,4.4,48.07,9.92,0.08,19.48,4.76,0.0,0.0,4.38,92.89,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,2016-01,B04841,2.69,0.0,22.88,2.47,1.95,9.1,17.06,21.3,1.95,20.59,0.0,9.33,3.44,20.37,6.25,50.32,10.3,0.0,0.0,0.0,0.0,0.0,1.61,98.3,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,2016-01,B06061,2.77,0.0,15.5,9.07,8.2,20.8,8.21,13.36,5.99,7.93,8.19,3.45,1.91,1.53,37.2,13.94,31.43,5.13,3.28,2.14,0.0,0.0,2.83,97.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,2016-01,B08385,4.2,2.94,15.16,3.75,3.35,14.78,11.23,13.7,11.35,15.74,3.81,16.65,14.7,17.34,9.55,22.53,14.75,0.36,1.98,2.15,0.0,0.0,0.75,99.17,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
2115,2016-01,B11999,8.29,0.0,11.99,8.74,3.79,13.91,9.6,18.08,8.08,11.96,5.56,2.63,8.64,4.11,27.23,21.61,17.29,5.4,11.88,1.21,0.0,0.0,2.23,97.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,2016-01,B13177,4.05,0.0,9.95,3.23,6.32,23.02,7.68,13.71,10.69,13.54,7.79,2.31,4.06,1.91,21.86,17.3,23.48,11.39,13.58,4.13,0.0,0.0,2.13,96.73,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,2016-01,B14040,5.59,0.0,15.65,3.73,1.3,18.54,13.39,23.28,4.6,12.87,1.05,20.85,15.15,9.04,16.95,18.44,19.57,0.0,0.0,0.0,0.0,0.0,0.65,99.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,2016-02,B01157,4.18,0.63,16.32,5.59,3.04,16.01,12.34,15.33,5.41,17.08,4.07,2.76,3.01,3.55,15.54,28.82,24.0,5.47,12.33,4.53,0.0,0.0,1.46,98.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,2016-02,B04312,4.58,2.5,24.58,8.49,0.74,2.66,14.85,20.99,3.83,16.67,0.1,0.78,1.34,11.48,3.09,45.3,16.71,0.17,16.73,4.4,0.0,0.0,4.08,93.08,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,2016-02,B04313,4.57,2.52,24.35,8.62,0.76,2.7,14.86,20.9,3.88,16.73,0.1,0.8,1.35,11.63,3.15,45.13,16.65,0.17,16.65,4.47,0.0,0.0,6.55,90.8,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,2016-02,B04841,2.74,0.0,24.33,2.59,2.35,8.51,16.67,19.42,1.97,21.42,0.0,11.8,2.88,18.89,7.0,51.22,8.2,0.0,0.0,0.0,0.0,0.0,1.94,97.97,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,2016-02,B06061,3.06,0.0,16.46,8.39,7.64,20.32,6.4,13.88,7.5,8.37,7.97,3.3,3.45,1.65,40.54,14.58,24.75,5.13,5.11,1.5,0.0,0.0,1.61,98.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,2016-02,B08385,4.39,3.04,15.69,3.85,2.95,14.25,11.07,14.11,11.17,15.64,3.84,16.56,15.22,17.14,10.43,22.85,13.79,0.0,1.79,2.23,0.0,0.03,0.6,99.28,0.09,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,5.43,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2124,2016-02,B11293,3.62,0.0,19.27,1.25,1.88,8.79,21.51,21.17,5.84,16.67,0.0,4.34,1.68,17.94,10.6,49.52,14.99,0.0,0.93,0.0,0.0,0.0,4.76,95.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,2016-02,B11999,7.11,0.0,11.18,8.25,4.78,13.47,11.32,18.94,6.52,14.08,4.34,5.42,4.42,3.09,21.96,22.12,21.51,5.22,11.31,4.96,0.0,0.0,3.42,96.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,2016-02,B13177,4.83,0.0,10.44,2.77,5.59,22.74,7.82,13.5,10.37,13.92,8.03,2.82,3.5,1.17,26.13,17.49,19.28,11.53,12.36,5.72,0.0,0.0,3.49,96.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,2016-02,B14040,5.46,0.0,15.35,3.6,1.26,19.93,12.78,23.82,3.99,12.65,1.15,18.97,10.79,13.41,21.25,17.81,17.78,0.0,0.0,0.0,0.0,0.0,3.63,96.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,2016-03,B01157,4.17,0.63,16.51,5.29,3.67,15.67,11.76,15.54,5.32,17.49,3.95,1.91,3.4,3.91,16.05,30.26,22.5,5.53,13.92,2.53,0.0,0.0,1.83,98.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,2016-03,B02396,12.75,0.0,30.0,2.33,6.75,8.27,5.6,11.47,0.0,22.83,0.0,12.54,16.75,5.48,20.37,9.36,34.01,0.0,1.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,
2130,2016-03,B04312,4.73,1.54,25.65,8.62,0.87,2.53,14.0,21.85,3.81,16.39,0.0,0.84,1.74,9.5,4.62,42.21,17.41,0.16,18.27,5.24,0.0,0.0,1.57,95.78,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,2016-03,B04313,4.74,1.57,25.43,8.73,0.9,2.57,13.99,21.78,3.85,16.45,0.0,0.86,1.76,9.66,4.71,42.05,17.4,0.17,18.18,5.22,0.0,0.0,4.75,92.8,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,2016-03,B04841,2.82,0.0,24.69,2.66,2.08,8.68,16.38,19.28,1.63,21.78,0.0,10.49,3.6,18.62,7.05,52.07,8.18,0.0,0.0,0.0,0.0,0.0,1.97,97.93,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,2016-03,B05947,3.84,0.0,14.4,8.39,6.83,15.84,6.85,13.71,9.21,12.31,8.61,7.98,6.63,0.0,16.36,18.73,37.04,4.97,8.29,0.0,0.0,0.0,4.11,95.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,2016-03,B06061,4.21,0.0,14.51,6.44,9.64,20.48,6.33,13.84,7.67,8.73,8.14,3.43,3.43,1.67,40.07,14.47,25.11,5.1,5.2,1.53,0.0,0.0,1.39,98.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,2016-03,B07347,6.14,1.13,15.02,2.55,0.0,6.82,28.82,6.07,4.87,28.58,0.0,4.12,4.69,20.88,0.51,30.55,7.22,4.97,23.35,3.72,0.07,0.0,12.41,86.26,1.26,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,2016-03,B08385,4.69,2.99,15.84,3.85,3.44,13.97,10.39,14.38,11.21,15.59,3.65,16.7,15.29,17.66,9.59,22.88,13.81,0.0,2.17,1.9,0.0,0.05,0.46,99.39,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.37,0.0
2137,2016-03,B09833,5.7,0.0,9.23,5.16,7.99,20.64,8.35,8.85,13.0,8.05,13.03,0.72,3.15,1.73,33.41,11.11,24.89,8.64,8.72,7.64,0.0,0.0,2.48,97.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,2016-03,B11222,21.33,0.0,21.05,1.97,12.57,1.29,2.94,14.14,9.78,14.93,0.0,13.3,24.99,28.41,4.49,4.81,4.41,2.82,10.04,6.73,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,2016-03,B11293,5.01,0.0,18.02,1.03,2.46,8.88,20.06,24.7,5.61,14.23,0.0,4.39,2.88,15.02,12.18,48.72,15.95,0.0,0.86,0.0,0.0,0.0,4.71,95.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,2016-03,B11999,5.73,0.0,10.93,9.67,5.0,14.03,11.67,18.28,6.24,14.46,3.99,4.85,3.23,2.9,19.3,25.2,22.81,5.23,13.75,2.74,0.0,0.0,2.49,97.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,2016-03,B12997,4.76,0.0,7.47,10.02,4.89,19.39,5.37,16.93,11.99,8.94,10.25,10.87,9.23,2.57,31.6,8.37,22.94,7.86,6.56,0.0,0.0,0.0,4.62,95.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,2016-03,B13086,0.59,3.36,10.81,2.27,1.1,5.15,15.36,25.75,3.88,31.73,0.0,3.96,1.1,5.2,2.13,49.92,13.28,2.09,19.37,2.96,0.0,0.0,4.35,94.73,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,2016-03,B13177,4.93,0.0,10.77,2.44,6.29,23.05,7.57,12.65,10.66,13.99,7.64,2.58,4.09,0.51,26.62,19.67,16.95,11.45,15.46,2.68,0.0,0.0,3.52,96.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,2016-03,B13835,4.79,0.86,23.21,4.58,1.72,6.78,11.28,18.24,3.01,25.29,0.25,1.42,0.0,4.9,4.71,45.08,14.94,0.0,26.04,2.91,0.0,0.0,3.57,96.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,2016-03,B14040,4.32,0.0,16.03,3.56,1.63,20.13,11.81,24.63,4.15,12.56,1.17,20.62,10.81,11.0,23.73,18.19,15.66,0.0,0.0,0.0,0.0,0.0,3.68,96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,2016-04,B01157,4.3,0.61,16.63,5.64,4.07,15.94,12.2,15.7,5.26,15.84,3.81,2.21,3.22,3.5,15.46,30.58,22.68,5.58,13.71,3.08,0.0,0.0,1.52,98.43,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,2016-04,B04312,4.97,1.12,23.3,10.26,0.99,2.59,14.7,21.25,3.33,17.49,0.0,0.86,0.87,10.21,4.74,42.23,17.54,0.16,21.0,2.39,0.0,0.0,0.62,97.12,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,2016-04,B04313,4.96,1.15,23.04,10.34,1.02,2.61,14.88,21.12,3.33,17.53,0.0,0.85,0.89,10.36,4.82,42.15,17.48,0.17,20.88,2.41,0.0,0.0,4.41,93.53,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,2016-04,B04841,2.95,0.0,25.26,2.53,2.49,8.37,16.49,18.92,1.61,21.38,0.0,9.47,1.78,20.16,5.71,50.3,12.58,0.0,0.0,0.0,0.0,0.0,1.72,98.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,2016-04,B06061,4.54,0.0,15.62,8.21,10.8,21.19,6.49,11.52,7.33,8.33,5.96,3.34,3.34,1.58,38.02,12.02,24.68,9.92,7.11,0.0,0.0,0.0,4.58,95.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,2016-04,B08385,4.99,3.01,14.85,3.82,4.0,14.19,10.81,14.18,11.2,15.38,3.56,16.38,16.01,17.69,9.85,23.01,13.34,0.06,1.52,2.13,0.0,0.05,0.21,99.64,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,1.29,0.0
2152,2016-04,B11293,7.53,1.05,14.84,2.9,1.39,9.45,21.54,23.2,5.18,12.92,0.0,5.95,3.52,14.27,6.2,49.59,19.6,0.0,0.87,0.0,0.0,0.0,3.84,96.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,2016-04,B11999,5.9,0.0,10.72,9.53,4.07,14.77,11.01,17.87,6.64,15.79,3.7,0.0,2.37,4.97,18.91,23.55,26.68,6.61,13.45,3.47,0.0,0.0,1.51,98.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,2016-04,B13177,4.7,0.0,11.89,2.55,6.9,23.58,7.71,13.22,10.68,11.77,7.01,2.16,5.11,0.54,24.41,18.07,19.39,11.58,16.08,2.65,0.0,0.0,2.01,97.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,2016-04,B14040,5.53,0.0,17.45,3.53,1.78,19.67,10.27,24.65,3.94,12.04,1.14,15.07,16.71,11.51,21.16,15.11,20.44,0.0,0.0,0.0,0.0,0.0,3.05,96.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,2016-05,B01157,4.13,0.6,15.39,5.66,3.77,16.97,12.12,16.24,5.53,15.82,3.76,1.68,3.52,2.42,15.81,31.29,22.31,5.43,14.96,2.59,0.0,0.0,1.29,98.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,2016-05,B04312,5.08,0.97,21.57,11.15,0.94,2.67,14.17,21.43,3.27,18.74,0.0,0.92,1.44,10.76,4.63,40.06,16.88,0.41,19.66,5.25,0.0,0.0,0.0,97.76,2.24,0.0,,,,,,,,,,,,,,,,
